pdb_id,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,pdbx_model_type_details,pdbx_model_details
3NZ8,,"Mouse anti V3 antibody 7C8 Fab, heavy chain/Mouse anti V3 antibody 7C8 Fab, light chain complex",Crystal Structure of the HIV-2 Neutralizing Fab Fragment 7C8 with High Specificity to the V3 Region of gp125.,IMMUNE SYSTEM,"Antigen binding, Antibody, Fab, Immunological, HIV-2, V3, gp125, IMMUNE SYSTEM",,
6QIG,N,"Antibody Light Chain, Antibody Heavy Chain, A disintegrin and metalloproteinase with thrombospondin motifs 13 (E.C.3.4.24.87)",Crystal structure and substrate-induced activation of ADAMTS13.,BLOOD CLOTTING,"Metalloproteinase, BLOOD CLOTTING",,
6NV0,N,,Genetic and structural basis for the human anti-alpha-galactosyl response,IMMUNE SYSTEM,"alpha-galactosyl, antibody, anti-alpha-gal, immune response, M86, IMMUNE SYSTEM",,
6MNR,N,"Envelope glycoprotein, Ab DH753 heavy chain Fab fragment, Ab DH753 light chain",Difficult-to-neutralize global HIV-1 isolates are neutralized by antibodies targeting open envelope conformations.,IMMUNE SYSTEM,"HIV-1 gp120 V3 antibody, IMMUNE SYSTEM",,
6UM7,N,"Envelope glycoprotein gp41, Envelope glycoprotein gp120, DH270.mu1 Fab Heavy Chain, DH270.mu1 Fab Light chain",Targeted selection of HIV-specific antibody mutations by engineering B cell maturation.,VIRAL PROTEIN/immune system,"V3-glycan site, unmutated common ancestor, DH270 lineage, VIRAL PROTEIN, VIRAL PROTEIN-immune system complex",,
2OP4,,"Murine Antibody Fab RS2-1G9 Lambda Light Chain, Murine Antibody Fab RS2-1G9 IGG1 Heavy Chain",Crystal Structures of a Quorum-quenching Antibody.,IMMUNE SYSTEM,"Immunoglobulin, antibody, Fab, induced fit, quorum sensing, homoserine lactone, IMMUNE SYSTEM",,
6OBM,N,"Ricin A chain (E.C.3.2.2.22), VHH antibody V6A7",Intracellular Neutralization of Ricin Toxin by Single-domain Antibodies Targeting the Active Site.,TOXIN,TOXIN,,
5WTS,N,"Green fluorescent protein linked PMI inhibitor, E3 ubiquitin-protein ligase Mdm2 (E.C.6.3.2.-)",Green fluorescent protein linked peptide inhibitor PMI in complex with mdm2,FLUORESCENT PROTEIN/INHIBITOR,FLUORESCENT PROTEIN-INHIBITOR complex,,
5A1Z,,"ENVELOPE PROTEIN, MEMBRANE GLYCOPROTEIN, ANTIGEN-BINDING FRAGMENT OF HUMAN ANTIBODY 2D22 - HEAVY CHAIN, ANTIGEN-BINDING FRAGMENT OF HUMAN ANTIBODY 2D22 - LIGHT CHAIN",Cryo-EM structure of an antibody that neutralizes dengue virus type 2 by locking E protein dimers.,VIRUS,"VIRUS, DENGUE VIRUS, HUMAN ANTIBODY, CRYO-EM, NEUTRALIZATION","CA ATOMS ONLY, CHAIN A, C, E, B, D, F, G, I, K, H, J, L AUTHOR G.FIBRIANSAH,K.D.IBARRA,T.S.NG,S.A.SMITH,J.L.TAN,X.N.LIM,J.S.G.OOI,",
6CK9,N,"Envelope glycoprotein gp160, 35O22 scFv heavy chain portion, 35O22 scFv light chain portion, 3H109L Fab heavy chain, 3H109L Fab light chain",A Universal Approach to Optimize the Folding and Stability of Prefusion-Closed HIV-1 Envelope Trimers.,VIRAL PROTEIN,"HIV-1 envelope fusion glycoprotein, VIRAL PROTEIN",,
1RFD,,"Fab M82G2, Light Chain/Fab M82G2, Heavy Chain",Diversity in hapten recognition: structural study of an anti-cocaine antibody M82G2.,IMMUNE SYSTEM,"ANTI-COCAINE ANTIBODY, FAB, IMMUNE SYSTEM",,
4GW5,,"Fab Light Chain, Fab Heavy Chain, cQYN meditope",Identification and grafting of a unique peptide-binding site in the Fab framework of monoclonal antibodies.,IMMUNE SYSTEM,"IgG, immune system, EGFR",,
7KGJ,N,,Structures of synthetic nanobody-SARS-CoV-2 receptor-binding domain complexes reveal distinct sites of interaction.,VIRAL PROTEIN,"SARS-CoV-2, Spike Protein, RBD, Antibody, Nanobody, Sybody, VIRAL PROTEIN, epitopes, neutralization",,
4OB5,,"4E10 antibody germline precursor 7 heavy chain Fv, 4E10 antibody germline precursor 7 light chain Fv",Ontogeny of Recognition Specificity and Functionality for the Broadly Neutralizing Anti-HIV Antibody 4E10.,IMMUNE SYSTEM,"Immunoglobulin Fold, Anti-HIV antibody germline precursor, HIV gp41, IMMUNE SYSTEM",,
6HD8,N,"Nanobody,Maltose/maltodextrin-binding periplasmic protein, TMEM175",Structural basis for ion selectivity in TMEM175 K+channels.,TRANSPORT PROTEIN,"lysosome, TMEM175, potassium channel, TRANSPORT PROTEIN",,
5VXM,N,"single-domain antibody 20ipaD, Invasin IpaD",2.05 A resolution structure of IpaD from Shigella flexneri in complex with single-domain antibody 20ipaD,IMMUNE SYSTEM,"tip protein, VHH, T3SS, IMMUNE SYSTEM",,
1A7Q,,MONOCLONAL ANTIBODY D1.3,X-Ray Structures of D1.3 Fv Mutants,IMMUNOGLOBULIN,IMMUNOGLOBULIN,,
7PS3,N,,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,VIRAL PROTEIN,"SARS-COV-2 B.1.1.7 (Alpha) VARIANT, B.1.351 (Beta) VARIANT, P.1 (Gamma) VARIANT, B.1.617.2 (Delta) VARIANT, ANTIBODY, RECEPTOR-BINDING-DOMAIN, SPIKE, NEUTRALISATION, VIRAL PROTEIN/IMMUNE SYSTEM, VIRAL PROTEIN, IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",,
7S5Q,N,,SARS-CoV-2 Beta variant infection elicits potent lineage-specific and cross-reactive antibodies.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, Coronavirus, Antibody, Fab, VOC, Beta, B.1.351, Spike, RBD, IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
7W9F,N,,Structural basis for SARS-CoV-2 Delta variant recognition of ACE2 receptor and broadly neutralizing antibodies.,VIRAL PROTEIN,"SARS-CoV-2 Delta variant spike protein, VIRAL PROTEIN",,
6XZF,N,Nanobody 22,Engineered nanobodies with a lanthanide binding motif for crystallographic phasing,IMMUNE SYSTEM,"Nanobody, IMMUNE SYSTEM",,
7EPB,N,"Metabotropic glutamate receptor 2, Anti-RON nanobody",Structures of human mGlu2 and mGlu7 homo- and heterodimers.,MEMBRANE PROTEIN,"cryo-EM structure, membrane protein, GPCR",,
4Z0X,N,"Antibody HC26AM chain variable domain, Antibody HC26AM heavy chain variable domain, HCV E2 Antigen (residues 432-446)",Structure of Hepatitis C Virus Envelope glycoprotein E2 antigenic region 434-446 bound to the broadly neutralizing antibody HC26AM,IMMUNE SYSTEM,"HCV, Broadly neutralizing Antibody, IMMUNE SYSTEM",,
6W0H,N,"Fab Heavy Chain, Fab Light Chain, pH-gated potassium channel KcsA",Open and Closed Structures of a Barium-Blocked Potassium Channel.,MEMBRANE PROTEIN,"Ion channel, MEMBRANE PROTEIN",,
4LRI,,"MSL-109 Light Chain, MSL-109 Heavy Chain",Mechanism for neutralizing activity by the anti-CMV gH/gL monoclonal antibody MSL-109.,IMMUNE SYSTEM,"Fab Fragment, CMV neutralizing antibody, glycoprotein H or gH from CMV, Immune System",,
7DK5,N,"The heavy chain of 3C1 fab that binds with the up RBD, Spike glycoprotein, The light chain of 3C1 fab",Development and structural basis of a two-MAb cocktail for treating SARS-CoV-2 infections.,VIRAL PROTEIN,VIRAL PROTEIN,,
6E64,N,"85RF45.1 Fab heavy chain, 85RF45.1 Fab light chain",Structural delineation of potent transmission-blocking epitope I on malaria antigen Pfs48/45.,IMMUNE SYSTEM,"malaria, transmission-blocking, antibody, IMMUNE SYSTEM",,
7CMV,N,"D(3) dopamine receptor, Guanine nucleotide-binding protein G(i) subunit alpha-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, scFv16",Structures of the human dopamine D3 receptor-G i complexes.,MEMBRANE PROTEIN,"G protein-coupled receptor, Dopamine receptor, MEMBRANE PROTEIN",,
6KVA,N,,Selection of a picomolar antibody that targets CXCR2-mediated neutrophil activation and alleviates EAE symptoms.,IMMUNE SYSTEM,"Antibody-Antigen Complex, IMMUNE SYSTEM",,
4JR9,,"Nitrite extrusion protein 1, Immunoglobulin Gamma-2a, Heavy chain, Immunoglobulin Kappa, Light chain",Crystal structure of a nitrate/nitrite exchanger.,TRANSPORT PROTEIN/Immune System,"Transporter, Immunoglobulin, Major Facilitator Superfamily, Exchanger, TRANSPORT PROTEIN-Immune System complex",,
1MOE,,anti-CEA mAb T84.66,The Crystal Structure of an Anti-CEA scFv Diabody Assembled from T84.66 scFvs in VL-to-VH Orientation: Implications for Diabody Flexibility,IMMUNE SYSTEM,"anti carcinoembryonic antigen, T84.66, diabody, dimer, scFv, variable domain, IMMUNE SYSTEM",,
7LRS,N,,Ultrapotent antibodies against diverse and highly transmissible SARS-CoV-2 variants.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, Receptor-binding domain, antibody, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
7LWD,N,,The antidepressant drug vilazodone is an allosteric inhibitor of the serotonin transporter.,TRANSPORT PROTEIN/Immune System,"antidepressant, complex, transporter, antibody, TRANSPORT PROTEIN, TRANSPORT PROTEIN-Immune System complex",,
7JMP,N,,An Alternative Binding Mode of IGHV3-53 Antibodies to the SARS-CoV-2 Receptor Binding Domain.,Viral Protein/IMMUNE SYSTEM,"SARS-CoV-2, COVID-19, RBD, Antibody, SARS, Spike, IMMUNE SYSTEM, Viral Protein-IMMUNE SYSTEM complex",,
6FZR,N,"scFv-SM3, Mucin-1",Water Sculpts the Distinctive Shapes and Dynamics of the Tumor-Associated Carbohydrate Tn Antigens: Implications for Their Molecular Recognition.,IMMUNE SYSTEM,IMMUNE SYSTEM,,
3T3M,,"Integrin alpha-IIb, Integrin beta-3, Monoclonal antibody 10E5 heavy chain, Monoclonal antibody 10E5 light chain",Structure-Guided Design of a High-Affinity Platelet  Integrin alphaIIbbeta3 Receptor Antagonist That Disrupts  Mg2+ Binding to the MIDAS,CELL ADHESION,"integrin, cell adhesion, blood clotting, Fibrinogen, platelet",,
7O2Z,N,,Molecular recognition of structurally disordered Pro/Ala-rich sequences (PAS) by antibodies involves an Ala residue at the hot spot of the epitope.,IMMUNE SYSTEM,"antibody, disordered protein antigen, PAS polypeptide, protein engineering, IMMUNE SYSTEM",,
2VDQ,,"INTEGRIN ALPHA-IIB, INTEGRIN BETA-3, FIBRINOGEN, GAMMA POLYPEPTIDE, MONOCLONAL ANTIBODY 10E5 HEAVY CHAIN, MONOCLONAL ANTIBODY 10E5 LIGHT CHAIN",Structural Basis for Distinctive Recognition of Fibrinogen Gammac Peptide by the Platelet Integrin Alphaiibbeta3.,CELL ADHESION/IMMUNE SYSTEM,"CELL ADHESION-IMMUNE SYSTEM COMPLEX, FIBRINOGEN BINDING, PLATELET INTEGRIN ALPHAIIBBETA3, GLYCOPROTEIN, CELL ADHESION, MEMBRANE, INTEGRIN, RECEPTOR, ANTAGONIST, HOST-VIRUS INTERACTION, PYRROLIDONE CARBOXYLIC ACID, TRANSMEMBRANE, PHOSPHORYLATION, DISEASE MUTATION, CLEAVAGE ON PAIR OF BASIC RESIDUES",,
6RNN,N,"Immunoglobulin light chain, Immunoglobulin heavy chain","Structure of P46, an immunodominant surface protein from Mycoplasma hyopneumoniae: interaction with a monoclonal antibody.",IMMUNE SYSTEM,"immunodominant surface protein Mycoplasma hyopneumoniae P46 Monoclonal Antidody, IMMUNE SYSTEM",,
5I1A,,"CNTO388 LIGHT CHAIN, CNTO388 HEAVY CHAIN",Structural diversity in a human antibody germline library.,IMMUNE SYSTEM,"MONOCLONAL ANTIBODY, IMMUNE SYSTEM",,
6IDK,N,"Envelope protein, Premembrane protein, Fab 1H10 heavy chain (V-region), Fab 1H10 light chain (V-region)",Mechanism of Enhanced Immature Dengue Virus Attachment to Endosomal Membrane Induced by prM Antibody.,VIRUS,"immature dengue virus, human antibody, VIRUS",,
7LXW,N,"S2X333 Fab Light Chain variable region, S2X333 Fab Heavy Chain variable region, Spike glycoprotein",N-terminal domain antigenic mapping reveals a site of vulnerability for SARS-CoV-2.,VIRAL PROTEIN/IMMUNE SYSTEM,"Antibody, VIRAL PROTEIN, Structural Genomics, Structural Genomics Consortium, SGC, Seattle Structural Genomics Center for Infectious Disease, SSGCID, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
4ODU,,"S1-15 Fab (IgG2b kappa) light chain, S1-15 Fab (IgG2b) heavy chain",Structural Basis for Antibody Recognition of Lipid A: INSIGHTS TO POLYSPECIFICITY TOWARD SINGLE-STRANDED DNA.,IMMUNE SYSTEM,"Carbohydrate binding, IMMUNE SYSTEM",,
7S0B,N,,Rapid identification of neutralizing antibodies against SARS-CoV-2 variants by mRNA display.,VIRAL PROTEIN/IMMUNE SYSTEM,"Antibody, SARS-CoV-2, COVID-19, mRNA Display, ANTIVIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
7S3N,N,,Stabilized coronavirus spike stem elicits a broadly protective antibody.,VIRAL PROTEIN/IMMUNE SYSTEM,"Spike, Fusion, Antibody, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
6D0X,N,"2140 Antibody, heavy chain, 1210 Antibody, light chain, NANP3",Antihomotypic affinity maturation improves human B cell responses against a repetitive epitope.,IMMUNE SYSTEM,"Malaria, Antibody, Circumsporozoite protein, IMMUNE SYSTEM",,
5C0R,,"Hemagglutinin/Envelope glycoprotein gp160/Fibritin fusion protein, C179 Fab light chain, C179 Fab heavy chain",Hemagglutinin-stem nanoparticles generate heterosubtypic influenza protection.,VIRAL PROTEIN/IMMUNE SYSTEM,"Hemagglutinin, immunogen, trimer, complex, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
3HNT,,"CS-35 Fab Heavy Chain, CS-35 Fab Light Chain",Structural insights into antibody recognition of mycobacterial polysaccharides.,IMMUNE SYSTEM,"ANTIBODY-CARBOHYDRATE COMPLEX, OLIGOFURANOSIDE, TUBERCULOSIS, IMMUNE SYSTEM",,
5UKP,N,"DH522.1 Fab fragment heavy chain, DH522.1 Fab fragment light chain",Initiation of HIV neutralizing B cell lineages with sequential envelope immunizations.,IMMUNE SYSTEM,"HIV gp120 immune system, immune system",,
2GKI,,nuclease,Heavy and light chain variable single domains of an anti-DNA binding antibody hydrolyze both double- and single-stranded DNAs without sequence specificity.,IMMUNE SYSTEM,"anti-DNA antibody, catalytic antibody, IMMUNE SYSTEM",,
4AEI,,"ALPHA-MAMMAL TOXIN AAH2, FAB ANTIBODY HEAVY CHAIN, FAB ANTIBODY LIGHT CHAIN",Structural Insights Into Antibody Sequestering and Neutralizing of Na+-Channel & [Alpha]-Type Modulator from Old-World Scorpion Venom,IMMUNE SYSTEM/TOXIN,"IMMUNE SYSTEM-TOXIN COMPLEX, ALPHA-TOXIN, CONFORMATIONAL REARRANGEMENT, COMBINING SITE, EPITOPE, PHARMACOLOGICAL SITE, VENOM, VOLTAGE-ACTIVATED SODIUM CHANNEL",,
6WO4,N,"Fab AR3A heavy chain, Polyprotein, Fab AR3A light chain",An alternate conformation of HCV E2 neutralizing face as an additional vaccine target.,IMMUNE SYSTEM,"HCV, broadly neutralizing antibodies, bNAbs, E2 core, IGHV1-69, IMMUNE SYSTEM",,
6A4K,N,"Influenza hemagglutinin HA1 domain, immunoglobulin Fab heavy chain, immunoglobulin Fab light chain",An Effective Neutralizing Antibody Against Influenza Virus H1N1 from Human B Cells.,VIRAL PROTEIN/IMMUNE SYSTEM,"antibody Fab, influenza hemagglutinin, complex structure, specific binding, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
2ATK,,,Molecular determinants of gating at the potassium-channel selectivity filter.,IMMUNE SYSTEM/ION TRANSPORT,"K+ channel, mutant KcsA, protein-antibody Fab complex, IMMUNE SYSTEM-ION TRANSPORT COMPLEX",,
7C4S,N,"Antibody Fab fragment light chain, Antibody Fab fragment heavy chain, Sphingosine 1-phosphate receptor 3",Endogenous agonist-bound S1PR3 structure reveals determinants of G protein-subtype bias.,MEMBRANE PROTEIN,"G protein-coupled receptor, Signaling protein, Agonist, natural ligand, lysophospholipid, regulator of immune system and vascular integrity., MEMBRANE PROTEIN",,Agonist bound GPCR stabilized by specific antibody Fab fragment
2P45,,"Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.1A resolution: SE5B-ORTHO-1 crystal form with five semet sites (L4M, M34, M51, F68M, M83) in vhh scaffold.",Toward chaperone-assisted crystallography: protein engineering enhancement of crystal packing and X-ray phasing capabilities of a camelid single-domain antibody (VHH) scaffold,HYDROLASE/IMMUNE SYSTEM,"SEMET PHASING, CAMELID SINGLE-DOMAIN ANTIBODY, VHH, CAB-RN05, RNASE A, YEAST SURFACE DISPLAY, HYDROLASE-IMMUNE SYSTEM COMPLEX",,
7BB6,N,"Vasopressin V2 receptor, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, arginine-vasopressin, Nanobody 35",Cryo-electron microscopy structure of the antidiuretic hormone arginine-vasopressin V2 receptor signaling complex.,MEMBRANE PROTEIN,"Signaling protein, G protein-coupled receptor, Hormone, Vasopressin, V2R, MEMBRANE PROTEIN",,
2V17,,"PEPTIDE FRAGMENT, MONOCLONAL ANTIBODY FAB FRAGMENT MN423",X-Ray Structure of the Phf Core C-Terminus: Insight Into the Folding of the Intrinsically Disordered Protein Tau in Alzheimer'S Disease.,IMMUNE SYSTEM,"MICROTUBULE, TAU PROTEIN, ALZHEIMER'S DISEASE, IMMUNE SYSTEM",,
5WKZ,N,"Immunoglobulin heavy variable 1-69D,IgG H chain, Lambda-chain (AA -20 to 215)","Anti-idiotypic antibody K1-18 engages VH1-69 precursor and affinity-matured, anti-stem antibodies through mimicry of the HA stem",IMMUNE SYSTEM,"VH1-69 germline, CR6261, IMMUNE SYSTEM",,
4HCR,,"PF-00547659 heavy chain, PF-00547659 light chain, Mucosal addressin cell adhesion molecule 1",A Different Fold with an Integrin-Binding Loop Specialized for Flexibility in Mucosal Addressin Cell Adhesion Molecule-1,IMMUNE SYSTEM,"immunoglobulin superfamily, rolling and firm adhesion, integrin alpha4beta7, IMMUNE SYSTEM",,
6H7L,N,"Thioredoxin 1, Beta-1 adrenergic receptor, Camelid antibody fragment Nb6B9",Molecular basis for high-affinity agonist binding in GPCRs.,IMMUNE SYSTEM,"Beta1 Adrenoceptor, Activated, Partial Agonist, Nanobody, immune system",,
6AND,N,"Anti-kappa VHH domain, Pinatuzumab Fab Heavy chain, Pinatuzumab Fab light chain",Structural Basis of Enhanced Crystallizability Induced by a Molecular Chaperone for Antibody Antigen-Binding Fragments.,IMMUNE SYSTEM,"Fab, antibody, CD22, VHH domain, Immune system",,
4KK6,,"H(+)/Cl(-) exchange transporter ClcA, Fab, heavy chain, Fab, light chain",Fluoride-dependent interruption of the transport cycle of a CLC Cl(-)/H(+) antiporter.,TRANSPORT PROTEIN,"membrane transporter, TRANSPORT PROTEIN",,
7NTC,N,"Spike glycoprotein, P008_056 Fab Heavy chain, P008_056 Fab Light chain",SARS-CoV-2 can recruit a heme metabolite to evade antibody immunity.,VIRAL PROTEIN,"SARS-CoV-2, spike, biliverdin, COVID19, Antibody, Fab, epitope, NTD, VIRAL PROTEIN",,
4Y7M,,"Llama VHH domain nb25, TssM C-terminal fragment",Biogenesis and structure of a type VI secretion membrane core complex.,MEMBRANE PROTEIN,"Type 6 secretion system, Alpha-beta fold, periplasmic protein, membrane protein",,
7K75,N,"Heavy chain of MAD2-6 IgA Fab, Light chain of MAD2-6 IgA Fab, PfCSP N-terminal peptide P17",Crystal structure of MAD2-6 IgA Fab in complex with PfCSP N-terminal peptide.,IMMUNE SYSTEM,"Malaria, circumsporozoite protein, N-terminal domain, region I, antibody, IMMUNE SYSTEM",,
6PWU,N,,Cryo-EM Structure of Full-length HIV-1 Env Bound With the Fab of Antibody PG16.,VIRAL PROTEIN,"HIV-1, ENV, VIRAL PROTEIN",,
6P79,N,"Engineered antibody heavy chain, Engineered antibody light chain",Computer-based Engineering of Thermostabilized Antibody Fragments.,IMMUNE SYSTEM,"Antibody Engineering, IMMUNE SYSTEM",,
6X9T,N,"HIV-1 Envelope Glycoprotein BG505 SOSIP.664 gp120, HIV-1 Envelope Glycoprotein BG505 SOSIP.664 gp41, RM20A3 Fab Heavy Chain, RM20A3 Fab Light Chain",Visualization of the HIV-1 Env glycan shield across scales.,VIRAL PROTEIN/IMMUNE SYSTEM,"HIV-1, Envelope, glycoprotein, spike, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
2Y6S,,"LIGHT CHAIN, HEAVY CHAIN, ENVELOPE GLYCOPROTEIN",Structure of an Ebola Virus-Protective Antibody in Complex with its Mucin-Domain Linear Epitope.,IMMUNE SYSTEM/VIRAL PROTEIN,IMMUNE SYSTEM-VIRAL PROTEIN COMPLEX,,
6K5I,N,"H(+)/Cl(-) exchange transporter ClcA, Fab fragment, heavy chain, Fab fragment, light chain",Mutation of external glutamate residue reveals a new intermediate transport state and anion binding site in a CLC Cl-/H+antiporter.,MEMBRANE PROTEIN,"Cl-/H+ antiporter, CLC transporter, MEMBRANE PROTEIN",,
